# File name: C_glabrata_CBS138_S_cerevisiae_orthologs.txt
# Organism: Candida glabrata CBS138
# Genome version: s02-m07-r41
# Date created: Wed Aug 21 10:26:53 2019
# Created by: The Candida Genome Database (http://www.candidagenome.org/)
# Contact Email: candida-curator AT lists DOT stanford DOT edu
# Funding: NIDCR at US NIH, grant number 1-R01-DE015873-01
#
CAGL0J11286g		CAL0133448	YNL182C	IPI3	S000005126
CAGL0B01485g		CAL0127682	YOL141W	PPM2	S000005501
CAGL0H09174g	PEX1	CAL0132046	YKL197C	PEX1	S000001680
CAGL0H07645g		CAL0131522	YGL249W	ZIP2	S000003218
CAGL0L08228g		CAL0135998	YCR036W	RBK1	S000000632
CAGL0L05170g		CAL0135290	YKL082C	RRP14	S000001565
CAGL0M04631g		CAL0137355	YLR147C	SMD3	S000004137
CAGL0J07062g		CAL0133644	YPL111W	CAR1	S000006032
CAGL0G01056g	GAS3	CAL0130552	YLR343W	GAS2	S000004335
CAGL0I06336g	NUC1	CAL0129813	YJL208C	NUC1	S000003744
CAGL0H04719g		CAL0131814	YML011C	RAD33	S000004472
CAGL0K11528g		CAL0133877	YKL114C	APN1	S000001597
CAGL0L01089g	GLT1	CAL0136152	YDL171C	GLT1	S000002330
CAGL0H09944g		CAL0131938	YBR046C	ZTA1	S000000250
CAGL0I03916g		CAL0132190	YDL137W	ARF2	S000002296
CAGL0F01991g		CAL0130950	YLR050C	YLR050C	S000004040
CAGL0F03729g		CAL0131388	YMR214W	SCJ1	S000004827
CAGL0J05830g		CAL0133550	YNL144C	YNL144C	S000005088
CAGL0K06545g		CAL0134539	YDR470C	UGO1	S000002878
CAGL0L05016g		CAL0135206	YKL072W	STB6	S000001555
CAGL0J05962g		CAL0133748	YNL155W	CUZ1	S000005099
CAGL0F04015g		CAL0129225	YMR221C	YMR221C	S000004834
CAGL0B03091g		CAL0127714	YLR353W	BUD8	S000004345
CAGL0J07282g		CAL0133526	YOR371C	GPB1	S000005898
CAGL0M03399g		CAL0136287	YEL012W	UBC8	S000000738
CAGL0H10208g		CAL0131706	YBR059C	AKL1	S000000263
CAGL0H04301g		CAL0129595	YML078W	CPR3	S000004543
CAGL0M03773g		CAL0136829	YNL300W	TOS6	S000005244
CAGL0L08272g		CAL0135356	YIL142W	CCT2	S000001404
CAGL0M07227g		CAL0136529	YHR196W	UTP9	S000001239
CAGL0L07172g		CAL0135908	YDL093W	PMT5	S000002251
CAGL0A04169g		CAL0126951	YLR190W	MMR1	S000004180
CAGL0I06072g		CAL0132548	YJL154C	VPS35	S000003690
CAGL0B01551g		CAL0127114	YDR141C	DOP1	S000002548
CAGL0L06534g		CAL0135354	YGR229C	SMI1	S000003461
CAGL0D02332g		CAL0128435	YLR115W	CFT2	S000004105
CAGL0F06743g		CAL0131018	YIR023W	DAL81	S000001462
CAGL0M09933g		CAL0136701	YLR404W	FLD1	S000004396
CAGL0K01177g		CAL0134561	YGR078C	PAC10	S000003310
CAGL0E03784g		CAL0129140	YHL029C	OCA5	S000001021
CAGL0J00935g		CAL0133248	YLR008C	PAM18	S000003998
CAGL0I09680g		CAL0130406	YOR305W	RRG7	S000005832
CAGL0E00561g		CAL0128588	YCR084C	TUP1	S000000680
CAGL0F05951g		CAL0129388	YMR035W	IMP2	S000004638
CAGL0F05137g		CAL0130006	YKR013W	PRY2	S000001721
CAGL0I05808g		CAL0132232	YNR007C	ATG3	S000005290
CAGL0K11748g	RPS11B	CAL0134785	YDR025W	RPS11A	S000002432
CAGL0I07425g		CAL0132686	YOL104C	NDJ1	S000005464
CAGL0I10989g		CAL0132542	YOR201C	MRM1	S000005727
CAGL0M08294g		CAL0136841	YKL173W	SNU114	S000001656
CAGL0F02299g		CAL0131356	YFR001W	LOC1	S000001897
CAGL0G05335g	TPS2	CAL0129888	YDR074W	TPS2	S000002481
CAGL0G06292g		CAL0137721	YAL027W	SAW1	S000000025
CAGL0M12639g		CAL0136925	YIL064W	EFM4	S000001326
CAGL0I06875g		CAL0132124	YER139C	RTR1	S000000941
CAGL0M05159g		CAL0136809	YMR239C	RNT1	S000004852
CAGL0K05357g	GLN1	CAL0134225	YPR035W	GLN1	S000006239
CAGL0G05329g		CAL0130521	YDR073W	SNF11	S000002480
CAGL0F08613g		CAL0131238	YGR002C	SWC4	S000003234
CAGL0K10582g		CAL0134485	YFR013W	IOC3	S000001909
CAGL0M01364g	CBF3D	CAL0137041	YDR328C	SKP1	S000002736
CAGL0K10846g		CAL0134103	YLR151C	PCD1	S000004141
CAGL0L04312g		CAL0135504	YOR157C	PUP1	S000005683
CAGL0F05379g		CAL0131342	YDR206W	EBS1	S000002614
CAGL0F07271g		CAL0131236	YGL113W	SLD3	S000003081
CAGL0A02145g		CAL0126901	YHR016C	YSC84	S000001058
CAGL0G02535g		CAL0137681	YKR095W-A	PCC1	S000028512
CAGL0G04587g		CAL0137781	YDR489W	SLD5	S000002897
CAGL0E06446g		CAL0128626	YKL149C	DBR1	S000001632
CAGL0I01386g		CAL0132626	YJR049C	UTR1	S000003810
CAGL0L01507g		CAL0136188	YML049C	RSE1	S000004513
CAGL0L05500g		CAL0136060	YJL122W	ALB1	S000003658
CAGL0E04928g		CAL0128718	YGL143C	MRF1	S000003111
CAGL0K11297g		CAL0134277	YDR248C	YDR248C	S000002656
CAGL0K12122g		CAL0134259	YBR098W	MMS4	S000000302
CAGL0I04796g		CAL0132744	YBR024W	SCO2	S000000228
CAGL0H04499g		CAL0131884	YMR161W	HLJ1	S000004771
CAGL0K08734g		CAL0134081	YIR014W	YIR014W	S000001453
CAGL0K08140g		CAL0134633	YKR068C	BET3	S000001776
CAGL0I10010g		CAL0129756	YGR142W	BTN2	S000003374
CAGL0D05874g		CAL0128159	YJR002W	MPP10	S000003762
CAGL0I03366g		CAL0130199	YDL166C	FAP7	S000002325
CAGL0I04466g		CAL0130388	YAR014C	BUD14	S000000069
CAGL0H05423g		CAL0131492	YPL077C	YPL077C	S000005998
CAGL0M12903g	SEC28	CAL0136597	YIL076W	SEC28	S000001338
CAGL0I08063g		CAL0132196	YOL072W	THP1	S000005433
CAGL0F07139g		CAL0130980	YGL120C	PRP43	S000003088
CAGL0C02717g		CAL0127196	YAL009W	SPO7	S000000007
CAGL0F00605g	GLK1	CAL0131300	YDR516C	EMI2	S000002924
CAGL0M10241g		CAL0137111	YKL006W	RPL14A	S000001489
CAGL0M11264g		CAL0137513	YMR227C	TAF7	S000004840
CAGL0G04169g		CAL0137735	YDR306C	YDR306C	S000002714
CAGL0B04477g		CAL0127830	YOR104W	PIN2	S000005630
CAGL0H00979g		CAL0131798	YPL236C	ENV7	S000006157
CAGL0L09757g		CAL0135202	YKL018W	SWD2	S000001501
CAGL0A02794g		CAL0126851	YDR367W	KEI1	S000002775
CAGL0L10890g		CAL0135158	YOR272W	YTM1	S000005798
CAGL0L00385g		CAL0135008	YML094W	GIM5	S000004559
CAGL0J10450g		CAL0132878	YMR079W	SEC14	S000004684
CAGL0F01639g		CAL0130896	YLR064W	PER33	S000004054
CAGL0H05203g		CAL0132034	YPL066W	RGL1	S000005987
CAGL0G02057g		CAL0129600	YKR075C	YKR075C	S000001783
CAGL0F01859g		CAL0131286	YLR054C	OSW2	S000004044
CAGL0J03740g		CAL0133602	YOR242C	SSP2	S000005768
CAGL0C05203g		CAL0127172	YOL062C	APM4	S000005423
CAGL0K05049g		CAL0134443	YNL221C	POP1	S000005165
CAGL0K01353g		CAL0134291	YDL046W	NPC2	S000002204
CAGL0H06941g		CAL0130054	YML097C	VPS9	S000004563
CAGL0C02233g		CAL0127568	YER042W	MXR1	S000000844
CAGL0L06732g		CAL0136082	YBR146W	MRPS9	S000000350
CAGL0K03817g	POM152	CAL0134165	YMR129W	POM152	S000004736
CAGL0A00627g		CAL0126893	YGL002W	ERP6	S000002970
CAGL0I01804g		CAL0132538	YHR147C	MRPL6	S000001190
CAGL0A01067g		CAL0126831	YPL263C	KEL3	S000006184
CAGL0E02321g		CAL0129072	YOL011W	PLB3	S000005371
CAGL0G08558g		CAL0130426	YIL118W	RHO3	S000001380
CAGL0G02937g		CAL0137595	YGR087C	PDC6	S000003319
CAGL0L06974g		CAL0136180	YDL086W	YDL086W	S000002244
CAGL0C01441g		CAL0127184	YPL183C	RTT10	S000006104
CAGL0K00605g		CAL0134181	YJL194W	CDC6	S000003730
CAGL0I10054g		CAL0132246	YGR143W	SKN1	S000003375
CAGL0F03157g		CAL0129172	YDR430C	CYM1	S000002838
CAGL0C05489g		CAL0127226	YDL234C	GYP7	S000002393
CAGL0M04587g		CAL0136883	YLR145W	RMP1	S000004135
CAGL0L05918g		CAL0135320	YGL175C	SAE2	S000003143
CAGL0J06952g		CAL0133698	YPL117C	IDI1	S000006038
CAGL0F00803g	GAL11B	CAL0129508	YOL051W	GAL11	S000005411
CAGL0K11396g	SIR4	CAL0134245	YDR227W	SIR4	S000002635
CAGL0E02365g		CAL0128774	YOL009C	MDM12	S000005369
CAGL0A00363g		CAL0126799	YGL009C	LEU1	S000002977
CAGL0G08470g		CAL0130432	YLR234W	TOP3	S000004224
CAGL0G07535g		CAL0130446	YOR294W	RRS1	S000005820
CAGL0F01001g		CAL0130972	YOL042W	NGL1	S000005402
CAGL0B01815g		CAL0127038	YDR116C	MRPL1	S000002523
CAGL0J06182g	SKO1	CAL0132822	YNL167C	SKO1	S000005111
CAGL0H00396g		CAL0131836	YLR451W	LEU3	S000004443
CAGL0G01122g		CAL0129740	YLR346C	YLR346C	S000004338
CAGL0F02871g		CAL0131266	YDR414C	ERD1	S000002822
CAGL0K03553g	FOL3	CAL0134461	YMR113W	FOL3	S000004719
CAGL0H10450g		CAL0131480	YDL114W	YDL114W	S000002272
CAGL0G00902g		CAL0130681	YLR335W	NUP2	S000004327
CAGL0M05423g		CAL0136657	YBR202W	MCM7	S000000406
CAGL0L12320g		CAL0136046	YLR091W	GEP5	S000004081
CAGL0F03839g		CAL0131230	YMR209C	YMR209C	S000004822
CAGL0I03740g		CAL0129588	YDL144C	YDL144C	S000002303
CAGL0F05225g		CAL0131328	YBR152W	SPP381	S000000356
CAGL0L07062g		CAL0135240	YDL088C	ASM4	S000002246
CAGL0E02871g		CAL0128974	YBL013W	FMT1	S000000109
CAGL0J01089g		CAL0132846	YJL030W	MAD2	S000003567
CAGL0J05104g		CAL0133534	YJL059W	YHC3	S000003595
CAGL0L06622g	PHO81	CAL0136132	YGR233C	PHO81	S000003465
CAGL0J05808g		CAL0132816	YNL146W	YNL146W	S000005090
CAGL0I00330g		CAL0129861	YGL126W	SCS3	S000003094
CAGL0J01221g		CAL0129669	YMR097C	MTG1	S000004703
CAGL0J11770g	PLB1	CAL0133252	YMR008C	PLB1	S000004610
CAGL0K08998g		CAL0134905	YOR255W	OSW1	S000005781
CAGL0H03663g		CAL0131960	YNL009W	IDP3	S000004954
CAGL0L02799g		CAL0135190	YOR210W	RPB10	S000005736
CAGL0G01760g		CAL0137731	YPR105C	COG4	S000006309
CAGL0L07128g		CAL0135086	YDL091C	UBX3	S000002249
CAGL0K10076g		CAL0134319	YDR080W	VPS41	S000002487
CAGL0E01567g	RBX1	CAL0128740	YOL133W	HRT1	S000005493
CAGL0F04213g		CAL0131198	YBL030C	PET9	S000000126
CAGL0I10538g		CAL0132514	YGR129W	SYF2	S000003361
CAGL0F08965g		CAL0131068	YHR039C	MSC7	S000001081
CAGL0C04961g		CAL0127606	YJR106W	ECM27	S000003867
CAGL0C05467g		CAL0127402	YDL233W	MFG1	S000002392
CAGL0J08998g		CAL0133638	YDL195W	SEC31	S000002354
CAGL0L06666g	YHB1	CAL0135000	YGR234W	YHB1	S000003466
CAGL0F03619g		CAL0131418	YPL174C	NIP100	S000006095
CAGL0B04059g		CAL0127704	YJR019C	TES1	S000003780
CAGL0M07469g	PEX12	CAL0137335	YMR026C	PEX12	S000004628
CAGL0C03025g		CAL0127178	YCR052W	RSC6	S000000648
CAGL0K02937g		CAL0134651	YHR003C	TCD1	S000001045
CAGL0G09273g		CAL0129313	YGR197C	SNG1	S000003429
CAGL0E06270g		CAL0128584	YKL160W	ELF1	S000001643
CAGL0J10230g		CAL0133138	YNL073W	MSK1	S000005017
CAGL0F05709g		CAL0131110	YDR184C	ATC1	S000002592
CAGL0H09064g	FUR1	CAL0131842	YHR128W	FUR1	S000001170
CAGL0L08668g	HST2	CAL0135644	YPL015C	HST2	S000005936
CAGL0M03685g		CAL0137085	YNL295W	YNL295W	S000005239
CAGL0H01001g		CAL0132044	YPL235W	RVB2	S000006156
CAGL0K03421g		CAL0133807	YMR105C	PGM2	S000004711
CAGL0F00297g		CAL0131252	YJR075W	HOC1	S000003836
CAGL0D00990g		CAL0127969	YDL057W	YDL057W	S000002215
CAGL0K01551g		CAL0134057	YDL031W	DBP10	S000002189
CAGL0F09053g		CAL0131196	YHR204W	MNL1	S000001247
CAGL0L07920g		CAL0135038	YCR020C	PET18	S000000613
CAGL0G09108g		CAL0129764	YPL199C	YPL199C	S000006120
CAGL0K12056g		CAL0134859	YDR041W	RSM10	S000002448
CAGL0J01023g		CAL0133650	YJL035C	TAD2	S000003572
CAGL0J03498g		CAL0129709	YCR071C	IMG2	S000000667
CAGL0G03927g	TPO1_1	CAL0137711	YLL028W	TPO1	S000003951
CAGL0H05247g		CAL0130428	YPL068C	YPL068C	S000005989
CAGL0M04103g	HXT14	CAL0137283	YNL318C	HXT14	S000005262
CAGL0E06050g		CAL0128976	YMR180C	CTL1	S000004792
CAGL0J00627g		CAL0129679	YHR026W	VMA16	S000001068
CAGL0F02475g		CAL0129731	YJL203W	PRP21	S000003739
CAGL0K11022g		CAL0134889	YDR236C	FMN1	S000002644
CAGL0H07953g		CAL0131692	YGL231C	EMC4	S000003200
CAGL0M00264g		CAL0136637	YJR141W	YJR141W	S000003902
CAGL0J00561g		CAL0129639	YHR029C	YHI9	S000001071
CAGL0J10890g		CAL0129437	YDR312W	SSF2	S000002720
CAGL0J05038g		CAL0133656	YJL055W	YJL055W	S000003591
CAGL0A03971g		CAL0126637	YLR200W	YKE2	S000004190
CAGL0F03091g		CAL0131254	YDR424C	DYN2	S000002832
CAGL0L10582g		CAL0136028	YMR196W	YMR196W	S000004809
CAGL0M02233g		CAL0137271	YPL153C	RAD53	S000006074
CAGL0E00847g		CAL0129008	YDR170C	SEC7	S000002577
CAGL0H05511g		CAL0130224	YPL081W	RPS9A	S000006002
CAGL0H00506g	ATP2	CAL0131710	YJR121W	ATP2	S000003882
CAGL0B01397g	NOP8	CAL0126980	YOL144W	NOP8	S000005504
CAGL0L04708g		CAL0135360	YGR111W	YGR111W	S000003343
CAGL0M03839g		CAL0136307	YNL305C	BXI1	S000005249
CAGL0A04301g		CAL0126555	YBL056W	PTC3	S000000152
CAGL0K04719g		CAL0134367	YNL208W	YNL208W	S000005152
CAGL0K01903g		CAL0133955	YDL012C	YDL012C	S000002170
CAGL0K04433g		CAL0134139	YGR058W	PEF1	S000003290
CAGL0L03201g		CAL0135204	YKR036C	CAF4	S000001744
CAGL0M04455g		CAL0137217	YLR139C	SLS1	S000004129
CAGL0I01628g		CAL0130175	YJR040W	GEF1	S000003801
CAGL0J07436g	PDR16	CAL0132814	YNL231C	PDR16	S000005175
CAGL0I02332g		CAL0130280	YHR168W	MTG2	S000001211
CAGL0C04213g		CAL0127498	YBR005W	RCR1	S000000209
CAGL0G04455g		CAL0129845	YJL106W	IME2	S000003642
CAGL0M03377g		CAL0136349	YEL011W	GLC3	S000000737
CAGL0K03795g		CAL0134077	YMR128W	ECM16	S000004735
CAGL0F07557g		CAL0131246	YKL095W	YJU2	S000001578
CAGL0K08008g		CAL0134035	YPR089W	YPR089W	S000006293
CAGL0G08129g		CAL0130276	YDR097C	MSH6	S000002504
CAGL0D03850g		CAL0128403	YHR056C	RSC30	S000001098
CAGL0E06160g		CAL0128886	YMR183C	SSO2	S000004795
CAGL0J09812g	TPS1	CAL0133452	YBR126C	TPS1	S000000330
CAGL0K12320g		CAL0134095	YBR108W	AIM3	S000000312
CAGL0B01331g		CAL0127846	YOL149W	DCP1	S000005509
CAGL0E05720g		CAL0128618	YPL209C	IPL1	S000006130
CAGL0G03575g		CAL0137751	YER117W	RPL23B	S000000919
CAGL0I01320g		CAL0132436	YJR051W	OSM1	S000003812
CAGL0B01203g		CAL0127910	YLR185W	RPL37A	S000004175
CAGL0D03828g		CAL0128473	YHR058C	MED6	S000001100
CAGL0K10934g		CAL0134197	YMR192W	GYL1	S000004804
CAGL0J02288g	BAR1	CAL0133208	YIL015W	BAR1	S000001277
CAGL0K03201g		CAL0134869	YHL018W	YHL018W	S000001010
CAGL0J02112g		CAL0133474	YIL003W	CFD1	S000001265
CAGL0L03267g	GAP1	CAL0135508	YKR039W	GAP1	S000001747
CAGL0G06182g		CAL0130233	YHR131C	YHR131C	S000001173
CAGL0D02046g		CAL0128183	YKL137W	CMC1	S000001620
CAGL0J05478g		CAL0133188	YNL081C	SWS2	S000005025
CAGL0I02420g		CAL0132204	YHR171W	ATG7	S000001214
CAGL0E05148g		CAL0128712	YGL156W	AMS1	S000003124
CAGL0J03960g		CAL0133010	YOR229W	WTM2	S000005755
CAGL0K05863g		CAL0133993	YGL160W	AIM14	S000003128
CAGL0D03168g		CAL0128339	YJL005W	CYR1	S000003542
CAGL0C00407g		CAL0127634	YLR094C	GIS3	S000004084
CAGL0J09504g	MET12	CAL0129513	YPL023C	MET12	S000005944
CAGL0J02332g		CAL0132764	YIL017C	VID28	S000001279
CAGL0L06908g		CAL0136102	YDL084W	SUB2	S000002242
CAGL0J09724g		CAL0133336	YDL202W	MRPL11	S000002361
CAGL0A03058g		CAL0126835	YDR379W	RGA2	S000002787
CAGL0C02519g		CAL0127248	YER028C	MIG3	S000000830
CAGL0E01221g		CAL0129046	YDR152W	GIR2	S000002559
CAGL0J06600g	URA5	CAL0133710	YML106W	URA5	S000004574
CAGL0M12749g		CAL0136823	YIL071C	PCI8	S000001333
CAGL0F05731g		CAL0131146	YDR183W	PLP1	S000002591
CAGL0L05698g		CAL0135710	YJL131C	AIM23	S000003667
CAGL0J02926g	PET117	CAL0133278	YER058W	PET117	S000000860
CAGL0I00902g		CAL0132656	YMR136W	GAT2	S000004744
CAGL0I10384g	TPO3	CAL0130223	YGR138C	TPO2	S000003370
CAGL0M08008g		CAL0136409	YJR033C	RAV1	S000003794
CAGL0H01243g		CAL0131922	YDR291W	HRQ1	S000002699
CAGL0G09383g	TDH3	CAL0137559	YGR192C	TDH3	S000003424
CAGL0B02497g		CAL0127144	YML124C	TUB3	S000004593
CAGL0D06292g		CAL0128079	YGL048C	RPT6	S000003016
CAGL0M07029g		CAL0137383	YCR077C	PAT1	S000000673
CAGL0L03674g		CAL0135434	YJL103C	GSM1	S000003639
CAGL0D02926g		CAL0128419	YLR015W	BRE2	S000004005
CAGL0I03828g	RPB1	CAL0132390	YDL140C	RPO21	S000002299
CAGL0M06677g		CAL0136709	YNL030W	HHF2	S000004975
CAGL0M09493g		CAL0136387	YMR160W	YMR160W	S000004770
CAGL0E01089g		CAL0129128	YDR160W	SSY1	S000002567
CAGL0E01419g	YPS2	CAL0128702	YDR144C	MKC7	S000002551
CAGL0I09702g		CAL0132528	YOR306C	MCH5	S000005833
CAGL0M10593g		CAL0136521	YNR020C	ATP23	S000005303
CAGL0L12848g		CAL0135414	YMR029C	FAR8	S000004631
CAGL0H00638g	VIK1	CAL0131804	YPL253C	VIK1	S000006174
CAGL0J01980g		CAL0133376	YIR002C	MPH1	S000001441
CAGL0K10406g		CAL0133921	YFR018C	YFR018C	S000001914
CAGL0H01265g		CAL0132022	YDR292C	SRP101	S000002700
CAGL0L12078g		CAL0136014	YER178W	PDA1	S000000980
CAGL0M09581g	ATP1	CAL0137183	YBL099W	ATP1	S000000195
CAGL0B03971g		CAL0127784	YJR015W	YJR015W	S000003776
CAGL0E05676g		CAL0128690	YPL207W	TYW1	S000006128
CAGL0F06061g		CAL0129254	YMR041C	ARA2	S000004644
CAGL0A01045g		CAL0126563	YPL262W	FUM1	S000006183
CAGL0J05764g		CAL0133468	YNL147W	LSM7	S000005091
CAGL0D02244g		CAL0128119	YOR351C	MEK1	S000005878
CAGL0K07964g		CAL0134841	YPR086W	SUA7	S000006290
CAGL0L07898g		CAL0135194	YCR019W	MAK32	S000000612
CAGL0L12056g	BMH1(A)	CAL0135990	YER177W	BMH1	S000000979
CAGL0L01199g		CAL0135322	YEL044W	IES6	S000000770
CAGL0L08068g		CAL0135022	YCR028C-A	RIM1	S000007222
CAGL0L03982g		CAL0135146	YNL117W	MLS1	S000005061
CAGL0I07887g		CAL0132064	YOL082W	ATG19	S000005442
CAGL0L08932g	LSP1	CAL0134994	YPL004C	LSP1	S000005925
CAGL0K12430g	STE2	CAL0134079	YFL026W	STE2	S000001868
CAGL0A02530g		CAL0126825	YDR353W	TRR1	S000002761
CAGL0H07425g		CAL0130603	YBR155W	CNS1	S000000359
CAGL0G08173g		CAL0130829	YLR167W	RPS31	S000004157
CAGL0K11231g	MNN10	CAL0133965	YDR245W	MNN10	S000002653
CAGL0F01727g		CAL0131208	YLR059C	REX2	S000004049
CAGL0K10362g		CAL0134693	YOR130C	ORT1	S000005656
CAGL0K11726g		CAL0133799	YDR023W	SES1	S000002430
CAGL0D01430g		CAL0128381	YPR068C	HOS1	S000006272
CAGL0I05962g		CAL0132600	YJL146W	IDS2	S000003682
CAGL0M11104g		CAL0136407	YDR086C	SSS1	S000002493
CAGL0H00847g		CAL0130036	YPL244C	HUT1	S000006165
CAGL0F08041g	PFK1	CAL0130960	YGR240C	PFK1	S000003472
CAGL0C05357g	HST1	CAL0127390	YOL068C	HST1	S000005429
CAGL0M13717g		CAL0137215	YMR300C	ADE4	S000004915
CAGL0J04488g		CAL0133090	YLR417W	VPS36	S000004409
CAGL0I06424g		CAL0129553	YPR172W	YPR172W	S000006376
CAGL0L09823g		CAL0136022	YKL022C	CDC16	S000001505
CAGL0I04510g		CAL0129797	YBR016W	YBR016W	S000000220
CAGL0L07766g		CAL0135824	YCR010C	ADY2	S000000603
CAGL0F05093g		CAL0129152	YLR412W	BER1	S000004404
CAGL0M09559g		CAL0137263	YBL097W	BRN1	S000000193
CAGL0G04081g		CAL0137615	YLR004C	THI73	S000003994
CAGL0K03509g	HFD1	CAL0133859	YMR110C	HFD1	S000004716
CAGL0L02057g		CAL0136138	YKL028W	TFA1	S000001511
CAGL0D06688g	ALD4	CAL0128253	YOR374W	ALD4	S000005901
CAGL0H07557g		CAL0129972	YGL254W	FZF1	S000003223
CAGL0J04840g		CAL0132896	YJL046W	AIM22	S000003582
CAGL0L04290g		CAL0135154	YOR156C	NFI1	S000005682
CAGL0M11396g		CAL0137405	YLR096W	KIN2	S000004086
CAGL0L04180g		CAL0134990	YNL128W	TEP1	S000005072
CAGL0H06677g		CAL0129789	YIL154C	IMP2'	S000001416
CAGL0H01771g		CAL0131484	YJR062C	NTA1	S000003823
CAGL0J01353g		CAL0129619	YMR089C	YTA12	S000004695
CAGL0I01364g		CAL0132670	YJR050W	ISY1	S000003811
CAGL0I07491g		CAL0132620	YOL101C	IZH4	S000005461
CAGL0D00704g		CAL0128267	YDL072C	YET3	S000002230
CAGL0K08558g		CAL0134569	YKL104C	GFA1	S000001587
CAGL0M02057g		CAL0137073	YPL162C	YPL162C	S000006083
CAGL0L12936g		CAL0135314	YHR117W	TOM71	S000001159
CAGL0K02123g		CAL0133929	YER131W	RPS26B	S000000933
CAGL0H02387g		CAL0131882	YMR261C	TPS3	S000004874
CAGL0J11506g		CAL0133366	YNL192W	CHS1	S000005136
CAGL0H10164g		CAL0132012	YBR057C	MUM2	S000000261
CAGL0G06336g		CAL0129957	YAL029C	MYO4	S000000027
CAGL0B00792g		CAL0127048	YCL037C	SRO9	S000000542
CAGL0I06963g		CAL0132138	YGL221C	NIF3	S000003189
CAGL0E00803g		CAL0128638	YDR171W	HSP42	S000002578
CAGL0J07084g		CAL0133718	YPL113C	YPL113C	S000006034
CAGL0J08140g		CAL0133074	YNL267W	PIK1	S000005211
CAGL0F09185g		CAL0131278	YER183C	FAU1	S000000985
CAGL0G01584g		CAL0130803	YNL039W	BDP1	S000004984
CAGL0M02695g		CAL0136787	YPL131W	RPL5	S000006052
CAGL0B03289g		CAL0127886	YBR281C	DUG2	S000000485
CAGL0I08899g		CAL0132274	YJL013C	MAD3	S000003550
CAGL0M06171g		CAL0136705	YBR173C	UMP1	S000000377
CAGL0K07612g		CAL0134471	YKL130C	SHE2	S000001613
CAGL0D04840g		CAL0128257	YPR134W	MSS18	S000006338
CAGL0M09867g		CAL0136365	YLR408C	BLS1	S000004400
CAGL0J10252g		CAL0133444	YNL075W	IMP4	S000005019
CAGL0K03663g		CAL0134607	YMR122W-A	YMR122W-A	S000007524
CAGL0K09680g		CAL0134691	YNL133C	FYV6	S000005077
CAGL0I00880g		CAL0132328	YMR137C	PSO2	S000004745
CAGL0J06226g		CAL0133052	YNL169C	PSD1	S000005113
CAGL0K06633g		CAL0134149	YBR211C	AME1	S000000415
CAGL0A00341g		CAL0126869	YGL010W	MPO1	S000002978
CAGL0L06556g		CAL0135746	YGR227W	DIE2	S000003459
CAGL0F03421g		CAL0129238	YMR273C	ZDS1	S000004886
CAGL0I04422g		CAL0132358	YAR018C	KIN3	S000000071
CAGL0F08261g		CAL0131204	YGR254W	ENO1	S000003486
CAGL0C05225g		CAL0127284	YOL063C	CRT10	S000005424
CAGL0K08602g		CAL0134727	YKL108W	SLD2	S000001591
CAGL0D05786g		CAL0128355	YLL002W	RTT109	S000003925
CAGL0F05247g		CAL0131400	YBR151W	APD1	S000000355
CAGL0K10340g	ADE2	CAL0134467	YOR128C	ADE2	S000005654
CAGL0E01067g		CAL0128674	YDR161W	YDR161W	S000002568
CAGL0K00649g		CAL0134137	YJL192C	SOP4	S000003728
CAGL0G01925g		CAL0130207	YKR070W	YKR070W	S000001778
CAGL0M08778g	SWM1	CAL0136617	YDR260C	SWM1	S000002668
CAGL0L01991g		CAL0135868	YKL033W	TTI1	S000001516
CAGL0G08151g	GRX4	CAL0129395	YDR098C	GRX3	S000002505
CAGL0M03003g		CAL0137021	YMR279C	YMR279C	S000004892
CAGL0J09020g	SNF3	CAL0133546	YDL194W	SNF3	S000002353
CAGL0J10934g		CAL0133582	YDR311W	TFB1	S000002719
CAGL0G05379g		CAL0137633	YNL199C	GCR2	S000005143
CAGL0J09900g		CAL0133160	YNL055C	POR1	S000005000
CAGL0M10769g		CAL0136861	YNR030W	ALG12	S000005313
CAGL0K09482g		CAL0133869	YOR147W	MDM32	S000005673
CAGL0K04917g	RAP1	CAL0134343	YNL216W	RAP1	S000005160
CAGL0K00297g		CAL0133989	YKL212W	SAC1	S000001695
CAGL0H06545g		CAL0130627	YIL146C	ATG32	S000001408
CAGL0J10010g		CAL0133494	YNL062C	GCD10	S000005006
CAGL0L07260g		CAL0135040	YDL098C	SNU23	S000002256
CAGL0H05665g	GLR1	CAL0131774	YPL091W	GLR1	S000006012
CAGL0M07590g		CAL0137417	YMR021C	MAC1	S000004623
CAGL0J02684g		CAL0133236	YER044C	ERG28	S000000846
CAGL0M05907g		CAL0136453	YKR064W	OAF3	S000001772
CAGL0I06006g		CAL0132598	YJL148W	RPA34	S000003684
CAGL0D03784g		CAL0128095	YHR060W	VMA22	S000001102
CAGL0F05863g		CAL0129300	YDR178W	SDH4	S000002585
CAGL0E02629g		CAL0128788	YOR002W	ALG6	S000005528
CAGL0L03938g		CAL0136036	YNL115C	YNL115C	S000005059
CAGL0B00946g		CAL0127160	YCL028W	RNQ1	S000000533
CAGL0I06556g		CAL0132100	YER153C	PET122	S000000955
CAGL0E03762g		CAL0128756	YHL027W	RIM101	S000001019
CAGL0L05346g		CAL0135214	YKL011C	CCE1	S000001494
