C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29	C30	C31	C32	C33	C34	C35	C36	C37	C38
CAGL0K09372g		Ortholog(s) have DNA-binding transcription repressor activity, RNA polymerase II-specific, RNA polymerase II proximal promoter sequence-specific DNA binding activity	6.46e-01	8.01e-03	3.45e-01	1.44e-01	-7.91e-01	2.02e-03	-5.63e-01	2.88e-02	6.98e-01	3.81e-01	-2.12e+00	-1.09e+00	0	0	-1	0	REGULATION	TRANSCRIPTIONAL REGULATOR	F2	CAGL0K09372g	OFF	0	0	DOWN	0	CAGL0K09372g	YGL209W	S000003177	YGL209W	MIG2	Zinc finger transcriptional repressor; cooperates with Mig1p in glucose-induced gene repression; under low glucose conditions relocalizes to mitochondrion, where it interacts with Ups1p, antagonizes mitochondrial fission factor Dnm1p, indicative of a role in mitochondrial fusion or regulating morphology; regulates filamentous growth in response to glucose depletion; activated in stochastic pulses of nuclear localization in response to low glucose	 NA	 NA	 NA	 NA
CAGL0K09702g		Putative stress-induced alcohol dehydrogenase; gene is upregulated in azole-resistant strain; protein differentially expressed in azole resistant strain	2.08e+00	1.69e-06	2.57e+00	1.15e-04	1.25e-03	9.92e-01	7.62e-01	5.62e-02	2.38e+00	3.30e+00	-1.64e-01	1.22e+00	1	1	0	0	REDOX SIGNALING	NAD(P)/NAD(P)H DEPENDANT ENZYME	F3	CAGL0K09702g	OFF	UP	UP	0	0	CAGL0K09702g	YNL134C	S000005078	YNL134C		NADH-dependent aldehyde reductase, involved in detoxification of furfural; expression is up-regulated in the presence of furfural and 5-hydroxymethylfurfural, which are compounds generated during lignocellulosic biomass pre-treatment; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and nucleus; protein abundance increases in response to DNA replication stress	 NA	 NA	 NA	 NA
CAGL0K09724g	FPR1	Peptidyl-prolyl cis-trans isomerase; expression upregulated in biofilm vs planktonic cell culture	-6.85e-01	1.13e-02	-8.87e-01	7.72e-04	1.08e-01	4.29e-01	-1.24e+00	2.14e-04	-8.57e-01	-1.24e+00	1.00e-01	-2.27e+00	0	0	0	-1	REGULATION	OTHERS	F2	CAGL0K09724g	OFF	0	0	0	DOWN	CAGL0K09724g	YNL135C	S000005079	YNL135C	FPR1	Peptidyl-prolyl cis-trans isomerase (PPIase); binds to the drugs FK506 and rapamycin; also binds to the nonhistone chromatin binding protein Hmo1p and may regulate its assembly or function; N-terminally propionylated in vivo; mutation is functionally complemented by human FKBP1A	9.00e-01	6.31e-02	5.06e-01	1.63e-02
CAGL0K09988g		Ortholog(s) have role in vesicle-mediated transport and integral component of Golgi membrane localization	3.35e-01	6.69e-02	3.80e-01	8.89e-02	-9.03e-01	7.35e-04	-2.78e-01	2.81e-01	3.35e-01	4.26e-01	-2.40e+00	-5.94e-01	0	0	-1	0	TRANSPORT / TRAFFICKING	ER/GOLGI TRANSPORT SYSTEM	F4	CAGL0K09988g	OFF	0	0	DOWN	0	CAGL0K09988g	YDR084C	S000002491	YDR084C	TVP23	Integral membrane protein; localized to late Golgi vesicles along with the v-SNARE Tlg2p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern	-2.31e+00	2.02e-01	-9.31e-01	9.46e-03
CAGL0K10340g	ADE2	Putative phosphoribosylaminoimidazole carboxylase; aminoimidazole ribonucleotide (AIR) carboxylase	5.85e-02	8.06e-01	3.20e-01	1.12e-01	1.15e+00	6.92e-04	1.49e-01	6.05e-01	1.16e-02	3.48e-01	2.67e+00	1.52e-01	0	0	1	0	METABOLISM	NUCLEIC ACID METABOLISM	F1	CAGL0K10340g	OFF	0	0	UP	0	CAGL0K10340g	YOR128C	S000005654	YOR128C	ADE2	Phosphoribosylaminoimidazole carboxylase; catalyzes a step in the 'de novo' purine nucleotide biosynthetic pathway; red pigment accumulates in mutant cells deprived of adenine	-1.29e-01	7.22e-01	-4.06e-01	1.35e-02
CAGL0K10362g		Ortholog(s) have L-ornithine transmembrane transporter activity, role in arginine biosynthetic process, mitochondrial L-ornithine transmembrane transport and mitochondrial envelope localization	-2.75e+00	7.83e-06	-9.70e-01	6.24e-04	-4.30e-01	2.27e-02	-7.66e-01	5.77e-03	-3.27e+00	-1.35e+00	-1.23e+00	-1.45e+00	-1	0	0	0	TRANSPORT / TRAFFICKING	MITOCHONDRIA	F4	CAGL0K10362g	OFF	DOWN	0	0	0	CAGL0K10362g	YOR130C	S000005656	YOR130C	ORT1	Ornithine transporter of the mitochondrial inner membrane; exports ornithine from mitochondria as part of arginine biosynthesis; functionally complemented by human ortholog, SLC25A15, which is associated with hyperammonaemia-hyperornithinaemia-homocitrullinuria (HHH) syndrome, but HHH-associated variants fail to complement	4.13e-01	3.07e-01	-6.27e-01	1.22e-02
CAGL0K10428g		Ortholog(s) have enzyme inhibitor activity and role in negative regulation of glycogen catabolic process	4.88e-01	1.92e-03	1.84e+00	6.64e-06	1.63e-01	2.32e-01	2.83e-01	1.57e-01	5.13e-01	2.34e+00	2.34e-01	3.87e-01	0	1	0	0	METABOLISM	ENERGY PRODUCTION (NON RESPIRATORY)	F1	CAGL0K10428g	OFF	0	UP	0	0	CAGL0K10428g	YFR017C	S000001913	YFR017C	IGD1	Cytoplasmic protein that inhibits Gdb1p glycogen debranching activity; required for normal intracellular accumulation of glycogen; phosphorylated in vivo; expression increases during wine fermentation; protein abundance increases in response to DNA replication stress; IGD1 has a paralog, YOL024W, that arose from the whole genome duplication	 NA	 NA	 NA	 NA
CAGL0K10736g	CYB2	Ortholog(s) have L-lactate dehydrogenase (cytochrome) activity and mitochondrial intermembrane space, mitochondrion localization	2.07e+00	9.62e-06	1.63e+00	1.65e-05	2.11e-01	1.29e-01	-1.85e-01	5.19e-01	2.37e+00	2.07e+00	3.54e-01	-4.32e-01	1	1	0	0	REDOX SIGNALING	FLAVO HEMO PROTEIN	F3	CAGL0K10736g	OFF	UP	UP	0	0	CAGL0K10736g	YML054C	S000004518	YML054C	CYB2	Cytochrome b2 (L-lactate cytochrome-c oxidoreductase); component of the mitochondrial intermembrane space, required for lactate utilization; expression is repressed by glucose and anaerobic conditions	 NA	 NA	 NA	 NA
CAGL0K10780g		Ortholog(s) have IMP dehydrogenase activity	-9.88e-01	6.56e-04	-1.58e+00	2.52e-05	-5.22e-01	4.00e-03	-1.58e-01	5.05e-01	-1.21e+00	-2.16e+00	-1.46e+00	-3.86e-01	0	-1	0	0	REDOX SIGNALING	METABOLISM	F3	CAGL0K10780g	OFF	0	DOWN	0	0	CAGL0K10780g	YML056C	S000004520	YML056C	IMD4	Inosine monophosphate dehydrogenase; catalyzes the rate-limiting step in the de novo synthesis of GTP; member of a four-gene family in S. cerevisiae, constitutively expressed; IMD4 has a paralog, IMD3, that arose from the whole genome duplication	-1.08e+00	1.17e-01	-3.93e-01	2.02e-02
CAGL0K10824g		Ortholog of S. cerevisiae : YLR149C, C. albicans SC5314 : C7_03280C_A, C. dubliniensis CD36 : Cd36_72930, C. parapsilosis CDC317 : CPAR2_704080 and C. auris B8441 : B9J08_004261	1.48e+00	2.83e-04	3.93e-01	4.66e-02	-3.28e-01	1.13e-01	-1.26e+00	1.23e-04	1.67e+00	4.43e-01	-9.77e-01	-2.31e+00	0	0	0	-1	UNCLASSIFIED	_	Others	CAGL0K10824g	Type I	UP	0	0	DOWN	CAGL0K10824g	YLR149C	S000004139	YLR149C		Protein of unknown function; overexpression causes a cell cycle delay or arrest; null mutation results in a decrease in plasma membrane electron transport; YLR149C is not an essential gene; protein abundance increases in response to DNA replication stress	 NA	 NA	 NA	 NA
CAGL0K10868g	CTA1	Putative catalase A; gene is downregulated in azole-resistant strain; regulated by oxidative stress and glucose starvation; protein abundance increased in ace2 mutant cells	-1.54e+00	2.35e-04	-2.69e+00	3.94e-06	-1.61e+00	4.06e-05	-1.40e+00	1.04e-03	-1.86e+00	-3.61e+00	-4.15e+00	-2.56e+00	0	-1	-1	-1	REDOX SIGNALING	ROS DETOXIFICATION	F3	CAGL0K10868g	Type II	DOWN	DOWN	DOWN	DOWN	CAGL0K10868g	YDR256C	S000002664	YDR256C	CTA1	Catalase A; breaks down hydrogen peroxide in the peroxisomal matrix formed by acyl-CoA oxidase (Pox1p) during fatty acid beta-oxidation	-4.33e-01	4.45e-01	-6.71e-01	1.03e-02
CAGL0K11231g	MNN10	Ortholog(s) have alpha-1,6-mannosyltransferase activity, role in cell wall mannoprotein biosynthetic process, division septum assembly, protein N-linked glycosylation and alpha-1,6-mannosyltransferase complex localization	-6.66e-01	7.37e-04	-6.48e-01	7.07e-03	-8.07e-01	2.94e-04	-2.06e-01	5.36e-01	-8.34e-01	-9.25e-01	-2.16e+00	-4.69e-01	0	0	-1	0	MEMBRANE / CELL WALL	_	Others	CAGL0K11231g	OFF	0	0	DOWN	0	CAGL0K11231g	YDR245W	S000002653	YDR245W	MNN10	Subunit of a Golgi mannosyltransferase complex; complex mediates elongation of the polysaccharide mannan backbone; membrane protein of the mannosyltransferase family; other members of the complex are Anp1p, Mnn9p, Mnn11p, and Hoc1p	7.89e-01	1.08e-01	2.69e-01	1.52e-01
CAGL0K11616g		Putative mitochondrial inner membrane transporter; gene is upregulated in azole-resistant strain	-8.91e-01	2.55e-02	2.29e+00	1.12e-05	-9.17e-01	4.81e-04	1.00e+00	2.20e-03	-1.10e+00	2.93e+00	-2.43e+00	1.64e+00	0	1	-1	0	TRANSPORT / TRAFFICKING	MITOCHONDRIA	F4	CAGL0K11616g	SWITCH	0	UP	DOWN	UP	CAGL0K11616g	YKL120W	S000001603	YKL120W	OAC1	Mitochondrial inner membrane transporter; transports oxaloacetate, sulfate, thiosulfate, and isopropylmalate; member of the mitochondrial carrier family	-1.28e-01	6.75e-01	-7.19e-01	2.49e-03
CAGL0K11858g		Putative flavodoxin	1.87e+00	1.29e-05	8.14e-01	4.03e-03	3.12e-01	4.50e-02	7.29e-01	1.40e-02	2.12e+00	9.96e-01	6.04e-01	1.17e+00	1	0	0	0	REDOX SIGNALING	FLAVO HEMO PROTEIN	F3	CAGL0K11858g	OFF	UP	0	0	0	CAGL0K11858g	YDR032C	S000002439	YDR032C	PST2	Protein with similarity to a family of flavodoxin-like proteins; induced by oxidative stress in a Yap1p dependent manner; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; protein abundance increases in response to DNA replication stress; PST2 has a paralog, RFS1, that arose from the whole genome duplication	1.86e-01	6.16e-01	4.30e-01	1.28e-02
CAGL0K12100g		Putative coproporphyrinogen III oxidase; protein differentially expressed in azole resistant strain	-2.29e+00	2.00e-05	-2.90e+00	2.19e-06	-5.09e-01	1.17e-01	-8.23e-01	1.52e-02	-2.74e+00	-3.89e+00	-1.43e+00	-1.55e+00	-1	-1	0	0	REDOX SIGNALING	OXYGEN DEPENDENT ENZYME	F3	CAGL0K12100g	OFF	DOWN	DOWN	0	0	CAGL0K12100g	YDR044W	S000002451	YDR044W	HEM13	Coproporphyrinogen III oxidase; oxygen-requiring enzyme that catalyzes sixth step in heme biosynthetic pathway; transcription is repressed by oxygen and heme (via Rox1p and Hap1p); human homolog CPOX can complement yeast mutant and allow growth of haploid null after sporulation of a heterozygous diploid	3.82e-01	2.14e-01	-1.44e-01	4.09e-01
CAGL0K12254g		Ortholog(s) have role in negative regulation of gluconeogenesis, proteasome-mediated ubiquitin-dependent protein catabolic process, protein catabolic process in the vacuole, protein targeting to vacuole	1.79e+00	3.95e-04	2.21e+00	7.15e-06	2.52e-02	8.76e-01	1.99e-01	3.97e-01	2.04e+00	2.84e+00	-1.05e-01	2.40e-01	1	1	0	0	REGULATION	PROTEIN DEGRADATION	F2	CAGL0K12254g	OFF	UP	UP	0	0	CAGL0K12254g	YBR105C	S000000309	YBR105C	VID24	GID Complex regulatory subunit; binds GID Complex in response to glucose through interactions with complex member Vid28p; regulates fructose-1,6-bisphosphatase (FBPase) targeting to the vacuole; promotes proteasome-dependent catabolite degradation of FBPase; peripheral membrane protein located at Vid (vacuole import and degradation) vesicles	 NA	 NA	 NA	 NA
CAGL0K12518g		Ortholog(s) have alanine-glyoxylate transaminase activity, role in glycine biosynthetic process, by transamination of glyoxylate and fungal biofilm matrix localization	3.81e-01	4.28e-02	4.19e-01	1.18e-01	8.88e-01	1.96e-04	7.48e-01	1.32e-02	3.88e-01	4.77e-01	2.03e+00	1.20e+00	0	0	1	0	METABOLISM	AMINO ACID METABOLISM	F1	CAGL0K12518g	OFF	0	0	UP	0	CAGL0K12518g	YFL030W	S000001864	YFL030W	AGX1	Alanine:glyoxylate aminotransferase (AGT); catalyzes the synthesis of glycine from glyoxylate, which is one of three pathways for glycine biosynthesis in yeast; similar to mammalian and plant alanine:glyoxylate aminotransferases; human homolog AGXT complements yeast null mutant	 NA	 NA	 NA	 NA
CAGL0K12980g	BMT7	Beta mannosyltransferase	1.25e-01	5.98e-01	8.49e-01	1.33e-03	-9.65e-01	2.04e-04	8.97e-01	2.16e-03	8.94e-02	1.04e+00	-2.55e+00	1.46e+00	0	0	-1	0	UNCLASSIFIED	_	Others	CAGL0K12980g	OFF	0	0	DOWN	0	CAGL0K12980g	NO_ORTHO	CAL0134123	CAGL0K12980g	BMT7	Beta mannosyltransferase	 NA	 NA	 NA	 NA
CAGL0L00429g		Ortholog(s) have glycine dehydrogenase (decarboxylating) activity and role in glycine decarboxylation via glycine cleavage system, one-carbon metabolic process	1.09e+00	7.99e-03	1.76e+00	2.57e-05	1.08e+00	6.45e-03	1.26e+00	2.34e-04	1.22e+00	2.24e+00	2.51e+00	2.10e+00	0	1	1	1	REDOX SIGNALING	OTHERS	F3	CAGL0L00429g	Type II	0	UP	UP	UP	CAGL0L00429g	YMR189W	S000004801	YMR189W	GCV2	P subunit of the mitochondrial glycine decarboxylase complex; glycine decarboxylase is required for the catabolism of glycine to 5,10-methylene-THF; expression is regulated by levels of 5,10-methylene-THF in the cytoplasm	7.11e-01	7.69e-02	-5.41e-01	1.60e-02
CAGL0L00473g		Ortholog of S. cerevisiae : YMR187C and Saccharomyces cerevisiae S288C : YMR187C	1.88e+00	9.38e-05	1.33e+00	7.00e-05	6.05e-01	1.11e-03	4.23e-01	5.70e-02	2.14e+00	1.68e+00	1.33e+00	6.31e-01	1	0	0	0	UNCLASSIFIED	_	Others	CAGL0L00473g	OFF	UP	UP	0	0	CAGL0L00473g	YMR187C	S000004799	YMR187C		Putative protein of unknown function; YMR187C is not an essential gene	 NA	 NA	 NA	 NA
CAGL0L00649g		Acetyl-coenzyme A synthetase	1.61e+00	1.22e-04	9.11e-01	1.94e-03	1.48e+00	2.86e-05	2.41e-01	3.07e-01	1.83e+00	1.12e+00	3.49e+00	3.13e-01	0	0	1	0	IRON-SULFUR CLUSTER SYNTHESIS AND ASSEMBLY	_	F5	CAGL0L00649g	Type II	UP	0	UP	0	CAGL0L00649g	YAL054C	S000000050	YAL054C	ACS1	Acetyl-coA synthetase isoform; along with Acs2p, acetyl-coA synthetase isoform is the nuclear source of acetyl-coA for histone acetylation; expressed during growth on nonfermentable carbon sources and under aerobic conditions	 NA	 NA	 NA	 NA
CAGL0L00759g	HIS1	ATP phosphoribosyltransferase; protein abundance increased in ace2 mutant cells	-1.07e+00	1.00e-02	-1.25e+00	7.40e-05	7.62e-01	5.59e-03	2.16e+00	2.93e-05	-1.30e+00	-1.71e+00	1.72e+00	3.67e+00	0	0	0	1	METABOLISM	AMINO ACID METABOLISM	F1	CAGL0L00759g	Type I	0	DOWN	UP	UP	CAGL0L00759g	YER055C	S000000857	YER055C	HIS1	ATP phosphoribosyltransferase; a hexameric enzyme, catalyzes the first step in histidine biosynthesis; mutations cause histidine auxotrophy and sensitivity to Cu, Co, and Ni salts; transcription is regulated by general amino acid control	2.89e-01	3.47e-01	1.26e-01	3.09e-01
CAGL0L00803g		Ortholog(s) have role in regulation of glycogen biosynthetic process	1.81e+00	1.83e-04	3.61e-01	8.66e-02	-2.08e-01	3.41e-01	-4.79e-01	5.20e-02	2.06e+00	4.02e-01	-6.82e-01	-9.46e-01	1	0	0	0	REGULATION	OTHERS	F2	CAGL0L00803g	OFF	UP	0	0	0	CAGL0L00803g	YIL045W	S000001307	YIL045W	PIG2	Putative type-1 protein phosphatase targeting subunit; tethers Glc7p type-1 protein phosphatase to Gsy2p glycogen synthase; PIG2 has a paralog, GIP2, that arose from the whole genome duplication	 NA	 NA	 NA	 NA
CAGL0L00957g		Protein of unknown function	1.78e+00	2.47e-05	8.25e-02	6.98e-01	2.50e-01	6.08e-02	2.04e-01	3.34e-01	2.02e+00	3.51e-02	4.50e-01	2.48e-01	1	0	0	0	UNCLASSIFIED	_	Others	CAGL0L00957g	OFF	UP	0	0	0	CAGL0L00957g	YER048C	S000000850	YER048C	CAJ1	Nuclear type II J heat shock protein of the E. coli dnaJ family; contains a leucine zipper-like motif, binds to non-native substrates for presentation to Ssa3p, may function during protein translocation, assembly and disassembly	-5.14e-01	4.83e-01	1.22e+00	2.76e-04
CAGL0L00979g		Ortholog(s) have role in endoplasmic reticulum to Golgi vesicle-mediated transport	-1.13e+00	6.67e-04	-1.48e+00	6.55e-05	-2.03e-02	8.94e-01	6.67e-03	9.78e-01	-1.38e+00	-2.02e+00	-2.18e-01	-9.69e-02	0	-1	0	0	METABOLISM	MEMBRANE AND CELL WALL BIOGENESIS	F1	CAGL0L00979g	OFF	0	DOWN	0	0	CAGL0L00979g	YIL039W	S000001301	YIL039W	TED1	GPI-glycan remodelase; conserved phosphoesterase domain-containing protein; acts together with Emp24p/Erv25p in cargo exit from the ER; functional ortholog of mammalian GPI-glycan remodelase PGAP5; deletion confers sensitivity to 4-(N-(S-glutathionylacetyl)amino) phenylarsenoxide (GSAO)	 NA	 NA	 NA	 NA
CAGL0L01089g	GLT1	Ortholog(s) have glutamate synthase (NADH) activity and role in L-glutamate biosynthetic process, ammonia assimilation cycle, invasive filamentous growth	-1.90e+00	3.53e-05	-1.46e+00	9.25e-05	6.09e-01	7.78e-04	5.13e-01	2.41e-02	-2.27e+00	-1.99e+00	1.34e+00	7.89e-01	-1	0	0	0	REDOX SIGNALING	NAD(P)/NAD(P)H DEPENDANT ENZYME	F3	CAGL0L01089g	OFF	DOWN	DOWN	0	0	CAGL0L01089g	YDL171C	S000002330	YDL171C	GLT1	NAD(+)-dependent glutamate synthase (GOGAT); synthesizes glutamate from glutamine and alpha-ketoglutarate; with Gln1p, forms the secondary pathway for glutamate biosynthesis from ammonia; expression regulated by nitrogen source; assembles into filaments as cells approach stationary phase and under cytosolic acidification and starvation conditions	1.17e+00	8.47e-02	-2.27e+00	5.04e-05
CAGL0L01177g	FRDS1	Putative soluble fumarate reductase	1.95e+00	1.69e-05	1.65e+00	7.01e-05	-3.37e-01	3.99e-02	-4.72e-01	6.87e-02	2.22e+00	2.10e+00	-1.00e+00	-9.35e-01	1	1	0	0	REDOX SIGNALING	FLAVO HEMO PROTEIN	F3	CAGL0L01177g	OFF	UP	UP	0	0	CAGL0L01177g	YEL047C	S000000773	YEL047C	FRD1	Soluble fumarate reductase; required with isoenzyme Osm1p for anaerobic growth; may interact with ribosomes, based on co-purification experiments; authentic, non-tagged protein is detected in purified mitochondria in high-throughput studies; similar to Arxula adeninovorans fumarate reductase; protein abundance increases in response to DNA replication stress; FRD1 has a paralog, OSM1, that arose from the whole genome duplication	-2.09e+00	8.33e-02	2.73e-01	1.03e-01
CAGL0L01551g		Ortholog(s) have role in ascospore formation, cellular response to biotic stimulus, cellular response to chemical stimulus, cellular response to glucose starvation and cellular response to neutral pH, more	-6.83e-01	3.84e-03	-1.90e+00	1.26e-05	-1.08e+00	7.22e-05	-1.11e+00	4.66e-04	-8.55e-01	-2.58e+00	-2.84e+00	-2.05e+00	0	-1	-1	-1	MEMBRANE / CELL WALL	_	Others	CAGL0L01551g	Type II	0	DOWN	DOWN	DOWN	CAGL0L01551g	YML052W	S000004516	YML052W	SUR7	Plasma membrane protein, component of eisosomes; long-lived protein that remains stable in eisosomes of mother cells while other eisosome proteins, Pil1p and Lsp1p, turn over; may function to anchor the eisosome in place; sporulation and plasma membrane sphingolipid content are altered in mutants; localizes to furrow-like invaginations (MCC patches)	-8.34e-01	1.32e-01	-1.24e+00	1.09e-04
CAGL0L01771g		Ortholog(s) have DNA-binding transcription factor activity, role in positive regulation of pseudohyphal growth, positive regulation of transcription by RNA polymerase II and nucleus localization	1.47e+00	4.19e-05	1.22e+00	1.28e-04	-1.03e+00	6.79e-05	-7.37e-01	4.55e-03	1.66e+00	1.53e+00	-2.71e+00	-1.40e+00	0	0	-1	0	REGULATION	TRANSCRIPTIONAL REGULATOR	F2	CAGL0L01771g	Type I	UP	UP	DOWN	0	CAGL0L01771g	YKL043W	S000001526	YKL043W	PHD1	Transcriptional activator that enhances pseudohyphal growth; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; regulates expression of FLO11, an adhesin required for pseudohyphal filament formation; similar to StuA, an A. nidulans developmental regulator; potential Cdc28p substrate; PHD1 has a paralog, SOK2, that arose from the whole genome duplication	 NA	 NA	 NA	 NA
CAGL0L02079g		Ortholog(s) have tricarboxylate secondary active transmembrane transporter activity, role in mitochondrial citrate transmembrane transport, transmembrane transport and plasma membrane localization	-1.71e+00	3.03e-04	-1.21e+00	4.45e-04	-3.03e-01	2.32e-01	2.11e-01	4.03e-01	-2.05e+00	-1.66e+00	-9.17e-01	2.60e-01	-1	0	0	0	TRANSPORT / TRAFFICKING	MITOCHONDRIA	F4	CAGL0L02079g	OFF	DOWN	DOWN	0	0	CAGL0L02079g	YBR291C	S000000495	YBR291C	CTP1	Mitochondrial inner membrane citrate transporter; member of the mitochondrial carrier family	4.58e-01	2.89e-01	-4.42e-01	1.96e-02
CAGL0L02167g		Ortholog(s) have 3-hydroxyacyl-CoA dehydrogenase activity, enoyl-CoA hydratase activity and role in fatty acid beta-oxidation, fatty acid catabolic process, glyoxylate cycle, pathogenesis, very long-chain fatty acid catabolic process	1.04e+00	7.26e-04	1.20e+00	8.81e-04	2.26e+00	9.59e-05	1.24e+00	3.85e-04	1.15e+00	1.51e+00	5.42e+00	2.07e+00	0	0	1	1	REDOX SIGNALING	PEROXISOME	F3	CAGL0L02167g	Type II	0	UP	UP	UP	CAGL0L02167g	YKR009C	S000001717	YKR009C	FOX2	3-hydroxyacyl-CoA dehydrogenase and enoyl-CoA hydratase; multifunctional enzyme of the peroxisomal fatty acid beta-oxidation pathway; mutation is functionally complemented by human HSD17B4	 NA	 NA	 NA	 NA
CAGL0L02321g		Ortholog(s) have adenylylsulfate kinase activity and role in sulfate assimilation, sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin), sulfur amino acid metabolic process	-2.64e-01	1.30e-01	7.39e-01	8.77e-02	9.93e-02	5.29e-01	1.85e+00	7.29e-04	-3.65e-01	8.98e-01	7.79e-02	3.12e+00	0	0	0	1	IRON-SULFUR CLUSTER SYNTHESIS AND ASSEMBLY	_	F5	CAGL0L02321g	OFF	0	0	0	UP	CAGL0L02321g	YKL001C	S000001484	YKL001C	MET14	Adenylylsulfate kinase; required for sulfate assimilation and involved in methionine metabolism; human homolog PAPSS2 complements yeast null mutant	-1.34e+00	1.23e-01	-8.64e-01	5.63e-04
